Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
15.04.2025,Kupovina,1916.92,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
16.04.2025,Kupovina,978.86,0.0,"CACAKOKOV
CENTARCACAK
688",❓ Ostalo
16.04.2025,Kupovina,180.0,0.0,"ISHRANADOO
CACAK688",🍔 Restorani i dostava
16.04.2025,Kupovina,2048.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
16.04.2025,Kupovina,1147.35,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
16.04.2025,Kupovina,799.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
16.04.2025,Kupovina,2590.0,0.0,"BERSHKABIGKG
KRAGUJEVAC688",👗 Odeća i obuća
16.04.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
16.04.2025,Kupovina,4718.85,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
17.04.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
17.04.2025,Kupovina,678.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
17.04.2025,Kupovina,7698.0,0.0,"NEWYORKER
43011
KRAGUJEVAC688",👗 Odeća i obuća
17.04.2025,Kupovina,1499.0,0.0,"DMFILIJALAJ04K
KRAGUJEVAC688",❓ Ostalo
17.04.2025,"Bezgotovinskiprenos
uRSD",3350.0,0.0,"A1SRBIJAD.O.O.
BEOGRAD",📱 Računi i usluge
22.04.2025,Kupovina,47340.13,0.0,"AUTOCACAK
CACAK688",❓ Ostalo
22.04.2025,Kupovina,2160.0,0.0,"ISHRANADOO
CACAK688",🍔 Restorani i dostava
22.04.2025,Kupovina,5296.73,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
22.04.2025,Kupovina,1659.87,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
23.04.2025,Kupovina,2454.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
23.04.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
23.04.2025,Kupovina,2021.76,0.0,"PAYSPOT
VUCKOVICM2
CACAK688",🏥 Apoteke
23.04.2025,Kupovina,3840.0,0.0,"MORAVSKIALASI-
RESTORACACAK
688",🍔 Restorani i dostava
23.04.2025,Kupovina,3710.52,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
23.04.2025,Kupovina,2380.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
23.04.2025,Kupovina,5000.94,0.0,"540BSCACAKI
CACAK688",❓ Ostalo
23.04.2025,Kupovina,662.99,0.0,"PAYSPOT
HARIZMAMP8
CACAK688",🛒 Marketi
24.04.2025,Kupovina,2440.0,0.0,"GALLERYBEST
DOOCacak688",🍔 Restorani i dostava
24.04.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
25.04.2025,"Bezgotovinskiprenos
uRSD",3278.51,0.0,"EPSADBEOGRAD
-EPSS-
KRALJEVO",📱 Računi i usluge
25.04.2025,"Bezgotovinskiprenos
uRSD",2100.0,0.0,"STAMBENA
ZAJEDNICACARA
DUSANA12",📱 Računi i usluge
25.04.2025,"Bezgotovinskiprenos
uRSD",1000.0,0.0,"KPADVERTAJZING
DOO",❓ Ostalo
25.04.2025,Kupovina,200.0,0.0,"MOBILENDSZTKR
CACAK688",❓ Ostalo
25.04.2025,Kupovina,1550.0,0.0,"Prodajnomesto1
Cacak688",🛒 Marketi
25.04.2025,Kupovina,1510.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
25.04.2025,Kupovina,7430.17,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
28.04.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
28.04.2025,Kupovina,2300.0,0.0,"STRSPORT
TRADECACAK688",⛷️ Sport i rekreacija
28.04.2025,Kupovina,2235.04,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
28.04.2025,Kupovina,1509.89,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
28.04.2025,Kupovina,2338.0,0.0,"MIMOZACACAK
688",❓ Ostalo
29.04.2025,Kupovina,449.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
29.04.2025,Kupovina,2996.0,0.0,"RS05StopShop
CacaCACAK688",❓ Ostalo
29.04.2025,Kupovina,6906.0,0.0,"KIDSBEBA09
Cacak688",👗 Odeća i obuća
29.04.2025,Kupovina,2840.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
29.04.2025,Kupovina,999.0,0.0,"TEHNOMEDIA
CENTARDOO
CACAK688",❓ Ostalo
30.04.2025,Kupovina,2418.86,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
30.04.2025,Kupovina,6629.14,0.0,"214-TEMPO005
CACAK688",🛒 Marketi
30.04.2025,KUPOVINA,0.0,11640.0,FILIPMILIĆEVIĆ,❓ Ostalo
30.04.2025,"Naknadazamesečno
održavanjeračuna",799.0,0.0,,📱 Računi i usluge
