Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
19.06.2025,Kupovina,2013.43,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
19.06.2025,Kupovina,3500.23,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
19.06.2025,"Isplatagotovinena
ATM-u",7000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
19.06.2025,Kupovina,709.95,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
20.06.2025,Kupovina,2488.0,0.0,"MEDILABCENTAR
CACAK688",🩺 Zdravstveni pregledi i analize
20.06.2025,Kupovina,2447.77,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
20.06.2025,Kupovina,3312.0,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
20.06.2025,Kupovina,5000.8,0.0,"540BSCACAKI
CACAK688",❓ Ostalo
20.06.2025,Kupovina,5100.0,0.0,"MOBILENDSZTKR
CACAK688",❓ Ostalo
20.06.2025,Kupovina,821.08,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
23.06.2025,"Bezgotovinskiprenos
uRSD",1328.68,0.0,"EPSADBEOGRAD
-EPSS-
KRALJEVO",📱 Računi i usluge
23.06.2025,"Bezgotovinskiprenos
uRSD",4000.0,0.0,"NIKOLA
TRAJKOVIĆ",❓ Ostalo
23.06.2025,Kupovina,3500.0,0.0,"DRPISCEVIC
STOMORDCACAK
688",🩺 Zdravstveni pregledi i analize
23.06.2025,Kupovina,1519.0,0.0,"PAYSPOT
HARIZMAMP27
CACAK688",🛒 Marketi
23.06.2025,Kupovina,1448.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
23.06.2025,Kupovina,3696.0,0.0,"RS05StopShop
CacaCACAK688",❓ Ostalo
23.06.2025,Kupovina,3150.0,0.0,"Cacak3,RPCacak
688",❓ Ostalo
23.06.2025,Kupovina,1176.14,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
23.06.2025,Kupovina,1910.0,0.0,"GALIJAMIKICA
CVETKOVIC
CACAK688",🍔 Restorani i dostava
23.06.2025,Kupovina,4290.83,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
23.06.2025,Kupovina,2180.0,0.0,"GMGVELVET
D.O.O.CACA
CACAK688",🍔 Restorani i dostava
24.06.2025,Kupovina,3000.0,0.0,"Y105CACAKP5
CACAK688",❓ Ostalo
24.06.2025,Kupovina,2091.53,0.0,"OPENAI*CHATGPT
SUBSCR
OPENAI.COM840",💻 Tech i pretplate
24.06.2025,Kupovina,844.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
24.06.2025,Kupovina,4990.0,0.0,"DEICHMANN
TRGOVINACACAK
688",👗 Odeća i obuća
24.06.2025,Kupovina,1479.2,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
24.06.2025,Kupovina,4736.35,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
24.06.2025,Kupovina,1052.8,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
25.06.2025,Kupovina,4479.2,0.0,"SPORTVISION
DOOBEOGR
CACAK688",⛷️ Sport i rekreacija
25.06.2025,Kupovina,1039.2,0.0,"SPORTVISION
DOOBEOGR
CACAK688",⛷️ Sport i rekreacija
25.06.2025,Kupovina,1240.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
25.06.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
25.06.2025,Kupovina,3374.82,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
25.06.2025,Kupovina,2698.2,0.0,"H&MDELTACITY
RS0503NOVI
BEOGRAD688",👗 Odeća i obuća
25.06.2025,Kupovina,4276.1,0.0,"H&MDELTACITY
RS0503NOVI
BEOGRAD688",👗 Odeća i obuća
25.06.2025,Kupovina,5980.0,0.0,"ZARA3757
BEOGRAD688",👗 Odeća i obuća
25.06.2025,Kupovina,3990.0,0.0,"ZARAUSCE
BEOGRAD688",👗 Odeća i obuća
25.06.2025,Kupovina,3390.0,0.0,"BERSHKAUSCE
8630BEOGRAD
688",👗 Odeća i obuća
25.06.2025,"Neoporezivaprimanja
zaposlenih,socijalnai
drugadavanjaizuzeta
odoporezivanja",0.0,7500.65,"FinTechSolutions
CEEDOOBeograd",❓ Ostalo
26.06.2025,Kupovina,4999.68,0.0,"540BSCACAKI
CACAK688",❓ Ostalo
26.06.2025,Kupovina,634.0,0.0,"HOMEMADE
COMPANYDOO
BEOGRAD688",❓ Ostalo
26.06.2025,Kupovina,1590.0,0.0,"HRANABALKANA
BEOGRAD688",❓ Ostalo
26.06.2025,Kupovina,540.0,0.0,"KNEDLYUSCE
BEOGRAD688",❓ Ostalo
27.06.2025,Kupovina,1998.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
27.06.2025,Kupovina,6651.89,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
27.06.2025,Kupovina,794.94,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
27.06.2025,"Isplatagotovinena
ATM-u",10000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
28.06.2025,Kupovina,1448.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
28.06.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
28.06.2025,Kupovina,495.0,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
28.06.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
28.06.2025,Kupovina,1109.97,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
30.06.2025,Kupovina,1080.0,0.0,"JAVNIBELEZNIK
DUBRAVKA
CACAK688",❓ Ostalo
30.06.2025,Kupovina,1350.0,0.0,"KAFE
POSLASTICARNIC
A""STCACAK688",🍔 Restorani i dostava
30.06.2025,Kupovina,4370.72,0.0,"NIS705B.S.
CACAK2CACAK
688",⛽ Gorivo
30.06.2025,Kupovina,4279.74,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
30.06.2025,Kupovina,1199.98,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
30.06.2025,"Naknadazamesečno
održavanjeračuna",799.0,0.0,,📱 Računi i usluge
