Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
07.07.2025,Kupovinanarate,5001.58,0.0,"GIGATRONDOO
BEOGRAD11/12
BEOGRAD688",❓ Ostalo
08.07.2025,Kupovina,938.0,0.0,"RADISAM032TR
CACAK688",❓ Ostalo
08.07.2025,Kupovina,3602.92,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
08.07.2025,Kupovina,1801.59,0.0,"PAYPAL
*TOYRISTIKES
4029357733442",❓ Ostalo
08.07.2025,Kupovina,5050.0,0.0,"Prodajnomesto2
Cacak688",🛒 Marketi
08.07.2025,Kupovina,239.01,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
08.07.2025,Kupovina,860.0,0.0,"GALLERYBEST
DOOCacak688",🍔 Restorani i dostava
08.07.2025,Kupovina,2826.1,0.0,"JAVORDJOKOS.N
GEVGELIJA807",❓ Ostalo
08.07.2025,Kupovina,5360.34,0.0,"BPKUMANOVO
013KUMANOVO
807",❓ Ostalo
08.07.2025,Kupovina,35000.0,0.0,"HOTELZLATIBOR
RESORT
ZLATIBOR688",⛷️ Sport i rekreacija
09.07.2025,"Bezgotovinskiprenos
uRSD",10530.0,0.0,AnaPajevićĆurčić,❓ Ostalo
09.07.2025,Kupovina,449.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
09.07.2025,Kupovina,2030.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
09.07.2025,Kupovina,741.08,0.0,"JPDRZAVNI
PATISTASKOPJE
807",❓ Ostalo
09.07.2025,Kupovina,1642.28,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
10.07.2025,Kupovina,1800.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
10.07.2025,Kupovina,1381.8,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
11.07.2025,Kupovina,4224.0,0.0,"UOSGALENS
INVESTNOVISAD
688",❓ Ostalo
11.07.2025,Kupovina,2922.98,0.0,"LILLYAPOTEKA98
UZICE688",🏥 Apoteke
14.07.2025,Kupovina,453.0,0.0,"LILLYAPOTEKA98
UZICE688",🏥 Apoteke
14.07.2025,Kupovina,359.11,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
14.07.2025,"Bezgotovinskiprenos
uRSD",1031.0,0.0,"JKPKOMUNALAC
ČAČAK",📱 Računi i usluge
14.07.2025,"Bezgotovinskiprenos
uRSD",3450.0,0.0,"PRIH.OD
USL.BOR.DECE
PRED.UST.GRAD",📱 Računi i usluge
14.07.2025,"Bezgotovinskiprenos
uRSD",9538.2,0.0,"SERBIA
BROADBAND-
SRPSKE
KABLOVSKE
MREZE",📱 Računi i usluge
14.07.2025,"Bezgotovinskiprenos
uRSD",1000.0,0.0,"JPSRBIJAGAS
NOVISAD",📱 Računi i usluge
15.07.2025,Kupovina,37220.84,0.0,"UOSGALENS
INVESTNOVISAD
688",❓ Ostalo
15.07.2025,Kupovina,449.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
15.07.2025,Kupovina,4115.56,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
15.07.2025,Kupovina,6219.74,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
16.07.2025,Kupovina,2175.37,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
16.07.2025,"Bezgotovinskiprenos
uRSD",3822.0,0.0,"A1SRBIJAD.O.O.
BEOGRAD",📱 Računi i usluge
17.07.2025,Kupovina,1035.47,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
17.07.2025,Kupovina,965.0,0.0,"Prodajnomesto2
Cacak688",🛒 Marketi
17.07.2025,Kupovina,1948.88,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
18.07.2025,Kupovina,4292.19,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
21.07.2025,Kupovina,2454.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
21.07.2025,Kupovina,7046.1,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
22.07.2025,Kupovina,3147.2,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
23.07.2025,"Bezgotovinskiprenos
uRSD",2964.81,0.0,"EPSADBEOGRAD
-EPSS-
KRALJEVO",📱 Računi i usluge
23.07.2025,Kupovina,5115.4,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
23.07.2025,Kupovina,2068.3,0.0,"OPENAI*CHATGPT
SUBSCR
OPENAI.COM840",💻 Tech i pretplate
24.07.2025,Kupovina,936.61,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
25.07.2025,"Bezgotovinskiprenos
uRSD",2100.0,0.0,"STAMBENA
ZAJEDNICACARA
DUSANA12",📱 Računi i usluge
25.07.2025,"Bezgotovinskiprenos
uRSD",2667.27,0.0,"""VODOVOD""JKP
CACAK",📱 Računi i usluge
28.07.2025,Kupovina,3035.07,0.0,"KNJIZARA
LAGUNACACA
CACAK688",👗 Odeća i obuća
28.07.2025,Kupovina,2248.2,0.0,"KNJIZARA
LAGUNACACA
CACAK688",👗 Odeća i obuća
28.07.2025,Kupovina,5329.97,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
28.07.2025,Kupovina,5399.98,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
28.07.2025,Kupovina,5689.7,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
28.07.2025,Kupovina,499.0,0.0,"H&MRS0512
KRAGUJEVAC688",👗 Odeća i obuća
28.07.2025,Kupovina,404.1,0.0,"H&MRS0512
KRAGUJEVAC688",👗 Odeća i obuća
28.07.2025,Kupovina,1000.0,0.0,"H&MRS0512
KRAGUJEVAC688",👗 Odeća i obuća
28.07.2025,Kupovina,3792.34,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
29.07.2025,Kupovina,1448.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
29.07.2025,Kupovina,2880.0,0.0,"GALLERYBEST
DOOCacak688",🍔 Restorani i dostava
29.07.2025,Kupovina,3878.1,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
29.07.2025,Kupovina,398.0,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
29.07.2025,Kupovina,2060.0,0.0,"NICEFOODS
KRAGUJEVAC688",🍔 Restorani i dostava
29.07.2025,Kupovina,339.0,0.0,"BENU
PHARMACIES149
Kragujevac688",🏥 Apoteke
29.07.2025,Kupovina,4698.0,0.0,"NEWYORKER
43011
KRAGUJEVAC688",👗 Odeća i obuća
30.07.2025,Kupovina,2834.22,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
30.07.2025,Kupovina,1179.96,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
31.07.2025,Kupovina,1482.96,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
31.07.2025,"Naknadazamesečno
održavanjeračuna",799.0,0.0,,📱 Računi i usluge
